Type of Fault,Test Pattern,Fault-Free Response
0,00000000000011000101001000000000100000001,00000010000011000101001000000000
0,00000000000011000101000100000000100000001,00000010000011000101000100000000
0,00000010000011000101010000000000100000001,00000010000011000101010000000000
0,00000010000011000101011100000000100000001,00000001000011000101011100000000
0,00000001000011000101111000000000100000001,00000001000011000101111000000000
0,00000001000011000101110100000000100000001,00000000000011000101110100000000
0,00000110000011000101000000000000000000000,00000110000011000000000000000000
0,00100000111111110000000010110110010011000,00110111110110100000000001010011
0,00100011110011000000010011001001011100101,11011110110011000001011011100011
0,01000100110010000000010001001000000000000,00010100011110001100010011000010
0,01000100110010000000010011000001000100101,01000100110010000000010011000001
0,01000100110010000000010011101001011000101,01000100110010000000010011101001
0,01000100110010000000010011101011000100101,01000100110010000000010011101011
0,01000100110010000000010011101011010100101,01000100110010000000010011101011
0,01000100110010000000010011101011011100101,01000100110010000000010011101011
0,01000100110010000000010011001011010100101,01000100110010000000010011001011
0,01000100110010000000010011001001000000101,01000100110010000000010011001001
0,01000100110010000000010011001001011000101,01000100110010000000010011001001
0,01000100110010000000010011001001010000101,01000100110010000000010011001001
0,01000100110010000000010011101001000100100,01000100110010000000010011001001
0,01000100110010000000010011101011001100100,01000100110010000000010011101011
0,01000100110010000000010011001001011100001,01000100110010000000010011001001
0,01000100110010000000010011101001010000001,01000100110010000000010011101001
0,01000100110010000000010011101001010000000,01000100110010000000010011101001
0,01000100110010000000010011101001000100000,01000100110010000000010011101001
0,01000100110010000000010011101001001000000,01000100110010000000010011101001
0,01000100110010000000010011101001001000001,01000100110010000000010011101001
0,01000100110010000000010011101011011000000,01000100110010000000010011101011
0,01000100110010000000010011001011010100001,01000100110010000000010011001011
0,01000100110010000000010011001011001100001,01000100110010000000010011001011
0,01000100110010000000010011001011000100001,01000100110010000000010011001011
0,01000100110010000000010001101001000000101,01000100110010000000010001101011
1,11110010000000001000000010100000010000110,10000000000000001000000000111010
1,10110100000100000001000010001000111010000,10111000000111100000100100001000
1,10111000000100001010000010011000000000000,10111000000100001010000010011000
1,10111000000100000011000010001000000000011,10111000000100000011000010001000
1,10111000000100000010000010001000001000011,10111000000100000010000010001000
1,10111000000100000010000010001000110000011,10111000000100000010000010001000
1,10111000000100000010000010001000100000011,10111000000100000010000010001000
1,10111000000100000010000010011000000000011,10111000000100000010000010011000
1,10111000000100000011000010011000111000011,10111000000100000011000010011000
1,10111000000100000011000010011000000000011,10111000000100000011000010011000
1,10111000000100000011000010011000010000011,10111000000100000011000010011000
1,10111000000100000010000010001000110000010,10111000000100000010000010011000
1,10111000000100000011000010011000011000010,10111000000100000011000010011000
1,10111000000100000010000010001000000000001,10111000000100000010000010001000
1,10111000000100000010000010011000011000000,10111000000100000010000010011000
1,10111000000100000010000010011000100000000,10111000000100000010000010011000
1,10111000000100000010000010011000101000001,10111000000100000010000010011000
1,10111000000100000010000010011000111000001,10111000000100000010000010011000
1,10111000000100000011000010011000000000001,10111000000100000011000010011000
1,10111000000100000011000010001000110000001,10111000000100000011000010001000
1,10111000000100000011000010001000011000001,10111000000100000011000010001000
1,10111000000100000011000010001000001000001,10111000000100000011000010001000
1,10111000000100000011000000001000101000001,10111000000100000011000000001000
1,10111000000100001011000000001000101000011,10111000000100001011000000001000
1,10111000000100001010000000001000111000011,10111000000100001010000000001000
1,00000000010000000000000000000000000000001,00000000000000000000000000000000
1,00010010000000010000000000000000000000001,00010010001000010000000000000000
1,00000011000100000000000000000000000000000,00000011001100000000000000000000
1,00010001010100010000000000000000000000000,00010001000100010000000000000000
1,00010001000001000000000000000000000000001,00010001010001000000000000000000
1,00010010010101000000000000000000000000000,00010010011101000000000000000000
1,00000011010001010000000000000000000000001,00000011011001010000000000000000
1,00000000000101010000000000000000000000001,00000000010101010000000000000000
1,01010011010000000000000000000000000000001,01010011011000000000000000000000
1,01010000010001010000000000000000000000001,01010000000001010000000000000000
1,01010011000101010000000000000000000000001,01010011001101010000000000000000
1,01010000000100000000000000000000000000001,01010000010100000000000000000000
1,01000001010101000000000000000000000000000,01000001000101000000000000000000
1,01000010010100010000000000000000000000000,01000010011100010000000000000000
1,01000010000001000000000000000000000000001,01000010001001000000000000000000
1,01000001000000010000000000000000000000000,01000001010000010000000000000000
1,00010001010101000000000001000100000000001,00010001011101000000000001000100
1,00010001000000010000000001000100000000001,00010001001000010000000001000100
1,01000001010100010000000001000100000000001,01000001011100010000000001000100
1,01000001000001000000000001000100000000001,01000001001001000000000001000100
1,00010010000001000000000001000100000000001,00010010010001000000000001000100
1,00010010010100010000000001000100000000000,00010010000100010000000001000100
1,01000010010101000000000001000100000000001,01000010000101000000000001000100
1,01000010000000010000000001000100000000000,01000010010000010000000001000100
1,01010000010000000000000001000100000000001,01010000011000000000000001000100
1,11100100001000001100000010100000100000010,10000110000001100011000010110000
1,11100000001100000010000010100000010000100,10001110001100001001000010001001
1,00001010001101000001000000000000001000001,00000110001100100000110110000001
1,00000000001101001010000000010000100000010,00000000001101001011000000000000
1,00000000001101000011000000000000111000011,00000000001101000011000000000000
1,00000000001101000010000000000000001000011,00000000001101000010000000000000
1,00000000001101000010000000000000101000011,00000000001101000010000000000000
1,00000000001101000010000000000000111000011,00000000001101000010000000000000
1,00000000001101000010000000010000110000011,00000000001101000010000000010000
1,00000000001101000011000000010000111000011,00000000001101000011000000010000
1,00000000001101000011000000010000010000011,00000000001101000011000000010000
1,00000000001101000011000000010000001000011,00000000001101000011000000010000
1,00000000001101000010000000010000110000010,00000000001101000010000000010000
1,00000000001101000011000000010000010000010,00000000001101000011000000010000
1,00000000001101000011000000000000110000010,00000000001101000011000000000000
1,00000000001101000010000000000000001000001,00000000001101000010000000000000
1,00000000001101000010000000010000001000000,00000000001101000010000000010000
1,00000000001101000010000000010000100000000,00000000001101000010000000010000
1,00000000001101000010000000010000111000001,00000000001101000010000000010000
1,00000000001101000010000000010000100000001,00000000001101000010000000010000
1,00000000001101000011000000010000000000001,00000000001101000011000000010000
1,00000000001101000011000000000000110000001,00000000001101000011000000000000
